	sentence	tag
6549	Get out your notebooks and pens.	1
6550	Rats breed rapidly.	1
6551	Cats usually hate dogs.	1
6552	Cats catch mice.	1
6553	Put the cap back on the bottle in case the cat knocks it over.	1
6554	There is a cat.	1
6555	Hold still a moment while I fix your tie.	1
6556	Do I need a tie?	1
6557	Come on, Bill.	1
6558	Bring me a moist towel.	1
6559	Clean the window with a damp cloth.	1
6560	New York is worth visiting.	1
6561	New York is the busiest city in the world.	1
6562	Change trains at Chicago for New York.	1
6563	I like busy places.	1
6564	Your house is fantastic.	1
6565	Love your neighbors.	1
6566	Nancy looks like my sister.	1
6567	Nancy likes music.	1
6568	Nancy has a piano.	1
6569	Nancy looks so tired.	1
6570	Nancy is stressed out.	1
6571	Fold the napkins and put one by each plate.	1
6572	Everything is ready.	1
6573	I'm still single.	1
6574	Give me something nice to drink.	1
6575	Tell me why he was absent.	1
6576	Tell me why you want to go there.	1
6577	You have a point there.	1
6578	It's pretty good.	1
6579	Put that knife down. You're making me nervous.	1
6580	Put the knives and forks back in the cupboard.	1
6581	Cut them with a knife.	1
6582	Cut it with a knife.	1
6583	Cut the cake with a knife.	1
6584	I don't think so.	1
6585	Feel free to ask any questions.	1
6586	Be it ever so humble, there's no place like home.	1
6587	They are muddy.	1
6588	Tell me which one to choose.	1
6589	The answers are all right.	1
6590	Choose any one book you like.	1
6591	Take any two cards you like.	1
6592	Take whichever you like best.	1
6593	Choose three books at random.	1
6594	Which car is ours?	1
6595	Playing cards is fun.	1
6596	Playing cards is a popular pastime.	1
6597	I count on Tom.	1
6598	Tom is a good cook.	1
6599	Tom is in bed with a fever.	1
6600	Tom is a student.	1
6601	Tom is due to come at noon.	1
6602	I believe Tom is right.	1
6603	Tom is able to swim well.	1
6604	Tom is absent.	1
6605	Tom looks pale.	1
6606	Tom is in the house.	1
6607	Tom likes swimming.	1
6608	Tom is a good worker.	1
6609	Tom walks slowly.	1
6610	Tom doesn't like cheese.	1
6611	Tom likes cheese.	1
6612	Tom is first in his class.	1
6613	Tom is not as old as you.	1
6614	Tom is a friend of mine.	1
6615	Where is Tom's classroom?	1
6616	Don't interfere with Tom while he is reading.	1
6617	Give me your passport, Tom. I'll keep it in my safe.	1
6618	Miss Thomas teaches us history.	1
6619	Ask whichever of the boys you see first.	1
6620	Eat and drink.	1
6621	Just put those packages anywhere.	1
6622	Is Tony there?	1
6623	What does Tony do?	1
6624	It was very difficult.	1
6625	They are very big.	1
6626	I feel very chilly.	1
6627	It's very good.	1
6628	It doesn't matter.	1
6629	Beat it.	1
6630	Eat whichever one you like.	1
6631	Take whichever you like.	1
6632	Take the one you like best, whichever it is.	1
6633	Take whichever you want.	1
6634	Take whichever one you like.	1
6635	Choose whichever you want.	1
6636	Say which one you would like.	1
6637	Tell me which you want.	1
6638	Don't cry. There's nothing wrong.	1
6639	Tell him where he should go.	1
6640	Where do you work?	1
6641	Tell me where the meeting will be held.	1
6642	Keep in touch with me.	1
6643	Give me five tokens, please.	1
6644	Tell me how you solved the problem.	1
6645	I seem to have a temperature.	1
6646	I seem to have a fever.	1
6647	I don't get it.	1
6648	Sing the song once more, please.	1
6649	Go ahead with your story.	1
6650	Stand back, please.	1
6651	Give me your opinion, please.	1
6652	Pass me the butter, will you please.	1
6653	Open the door, please.	1
6654	Help yourself, please.	1
6655	Take this seat, please.	1
6656	Go ahead.	1
6657	Make yourself comfortable.	1
6658	Have another glass of beer, please.	1
6659	Tell me about yourself, please, Sir Anthony.	1
6660	Go ahead!	1
6661	Help yourself to the cake, please.	1
6662	Turn on the light, please.	1
6663	Keep it secret, please.	1
6664	Turn off the light, please.	1
6665	Open the window, please.	1
6666	Bring me a glass of water, please.	1
6667	Bring me a sheet of paper, please.	1
6668	Help me with my homework, please.	1
6669	Smile at me, please.	1
6670	Shut the door, please.	1
6671	Don't be so noisy, please.	1
6672	Show me how it works.	1
6673	Where is the toilet?	1
6674	Don't forget to flush the toilet.	1
6675	Don't open the door.	1
6676	Keep the door closed.	1
6677	Shut the door.	1
6678	Don't leave the door open.	1
6679	Open the door.	1
6680	Open the door and let me in, please.	1
6681	Keep the door open.	1
6682	Lock the door.	1
6683	Knock on the door.	1
6684	Don't slam the door.	1
6685	Shut the door, will you?	1
6686	See to it that the door is locked at 10.	1
6687	Unlock the door.	1
6688	There is a man at the door.	1
6689	Hang your jacket on the hook by the door.	1
6690	Remember to lock the door.	1
6691	Keep the door locked.	1
6692	Turn off the TV.	1
6693	Do your homework before you watch TV.	1
6694	I watch television.	1
6695	Don't watch TV.	1
6696	Play outside instead of watching TV.	1
6697	Don't spend so much time watching TV.	1
6698	Turn up the TV.	1
6699	Turn down the TV.	1
6700	Turn down the TV a little. I'm trying to go to sleep.	1
6701	Turn down the television.	1
6702	I'm tired of TV.	1
6703	It's expensive though.	1
6704	David is very active.	1
6705	Who is on duty?	1
6706	Do you play tennis?	1
6707	Playing tennis is his hobby.	1
6708	Climb to the top.	1
6709	Don't worry about the result of the test.	1
6710	Don't worry about the result of your test.	1
6711	Come on Monday afternoon, if possible.	1
6712	Read as many books as you can.	1
6713	Walk as fast as possible.	1
6714	Run as fast as you can.	1
6715	Come as soon as possible.	1
6716	Try to make an appointment as soon as possible.	1
6717	Get your homework done as soon as you can.	1
6718	Get it done as soon as possible.	1
6719	Come downstairs as soon as possible.	1
6720	Get up as early as you can.	1
6721	Let me know the result as soon as you can.	1
6722	Come as soon as you can.	1
6723	Make it as spicy as you can.	1
6724	Try to jump as high as possible.	1
6725	Study as hard as you can.	1
6726	Work as hard as you can.	1
6727	Don't use slang if you can help it.	1
6728	Do this work by tomorrow if possible.	1
6729	Come on Tuesday, if possible.	1
6730	Clear off the table.	1
6731	Put the tables end to end.	1
6732	Lay the book on the table.	1
6733	Don't put the glass near the edge of the table.	1
6734	Don't put your elbows on the table.	1
6735	Dinner is ready.	1
6736	Bring me the Kleenex.	1
6737	Dick is sometimes late for school.	1
6738	Come down, Dick. It is time for dinner.	1
6739	Keep the change!	1
6740	Don't bite your nails.	1
6741	Don't waste your allowance on useless things.	1
6742	Don't waste your time on trifles.	1
6743	Don't buy on credit.	1
6744	I'm worn out.	1
6745	Come here.	1
6746	I have a slight fever.	1
6747	Hang on a minute. I'll call Jimmy.	1
6748	Excuse me a minute.	1
6749	Keep an eye on my bag for a while.	1
6750	Let me see it.	1
6751	Just look in the mirror.	1
6752	I feel like a rest.	1
6753	Give me a drink, please.	1
6754	Hold your horses, young man. You can't enter here unless you have a pass.	1
6755	Hold your horses, young man.	1
6756	Hold on a moment, please.	1
6757	Be quiet for a moment.	1
6758	Step aside.	1
6759	Let me have a look at the picture.	1
6760	Just stand there, please.	1
6761	Take a look at this map.	1
6762	Just turn this handle.	1
6763	Hold on, please.	1
6764	Let me have a look at your video camera.	1
6765	Give me three pieces of chalk.	1
6766	Give me a piece of chalk.	1
6767	Bring me two pieces of chalk.	1
6768	Bring me a piece of chalk.	1
6769	I'm about to leave.	1
6770	Turn to channel 1.	1
6771	Sit tight.	1
6772	Don't let opportunities pass by.	1
6773	Tell me what I should be watching for.	1
6774	Let me dance with you.	1
6775	Everyone is ready.	1
6776	Don't let anyone come near the fire.	1
6777	Everybody seeks happiness.	1
6778	It seems that everybody likes golf.	1
6779	Everybody loves music.	1
6780	Give it to whoever needs it.	1
6781	Someone is at the door.	1
6782	Tell whoever comes that I'm out.	1
6783	Don't hesitate to ask me any questions.	1
6784	Try solving the problem.	1
6785	Use your head for a change.	1
6786	Come and see me once in a while.	1
6787	Just take my word for it.	1
6788	Put out your cigarette. Smoking's not permitted here.	1
6789	Stop smoking.	1
6790	Keep in mind that smoking is not good for your health.	1
6791	Don't change your plans, whatever happens.	1
6792	They live there.	1
6793	Just keep on walking.	1
6794	Just imitate what he does.	1
6795	I want a lot.	1
6796	Now stop crying.	1
6797	Dry your face with a towel.	1
6798	Fill the tires with air.	1
6799	I usually walk.	1
6800	Go out of the terminal and turn right.	1
6801	Don't beat your head against a stone wall.	1
6802	Don't talk back to me like that.	1
6803	Don't talk like that.	1
6804	Don't repeat such a careless mistake.	1
6805	Don't make such careless mistakes.	1
6806	Don't ask such hard questions.	1
6807	Don't ask me such a hard question.	1
6808	Don't talk so loud.	1
6809	Don't go out of your way.	1
6810	Forget about that right now.	1
6811	Don't be too hard on me.	1
6812	Don't put it that way.	1
6813	Stop staring at me like that.	1
6814	Forget your troubles for a while and come and have dinner with us.	1
6815	Don't worry about that.	1
6816	That's for suckers.	1
6817	Don't be so greedy or you'll wind up with nothing.	1
6818	Don't be so angry.	1
6819	Don't walk so fast.	1
6820	Don't speak so fast, please.	1
6821	Don't run so fast.	1
6822	Don't speak so fast.	1
6823	Don't run down the stairs so noisily.	1
6824	Don't make so much noise.	1
6825	Don't walk so fast. I can't keep up with you.	1
6826	Don't eat so much. You'll get fat.	1
6827	Don't get so excited!	1
6828	Don't hit me so hard.	1
6829	Don't shout like that. I can hear you perfectly.	1
6830	Don't be in such a hurry.	1
6831	Don't raise my hopes like that.	1
6832	It's not so far.	1
6833	Don't change your mind so often.	1
6834	Don't eat like a pig.	1
6835	Don't worry about money so much.	1
6836	Don't bother me with such foolish questions.	1
6837	Don't worry about such a silly thing.	1
6838	Don't bother me with such trifles.	1
6839	Don't worry about such a trivial problem.	1
6840	Don't say that.	1
6841	Don't give me that.	1
6842	Stop saying that!	1
6843	Don't worry about such a thing.	1
6844	Don't let that happen again!	1
6845	Pick it up.	1
6846	Turn it off.	1
6847	Send it by mail.	1
6848	Just wrap it up.	1
6849	Let me hear it.	1
6850	Cut it in half.	1
6851	Don't blame it on her.	1
6852	Give it to anyone you like.	1
6853	Say it in another way.	1
6854	Get it and put it on the fire.	1
6855	Look it up in the dictionary.	1
6856	Bring it to me.	1
6857	Bring it back to me.	1
6858	Buy it for me, please.	1
6859	Let me have a look at it.	1
6860	Give it to me, please.	1
6861	Put it where children can't get at it.	1
6862	Send it by airmail.	1
6863	Put it back where you got it from.	1
6864	Put it back where it was.	1
6865	Let me see that.	1
6866	Don't hold it upside down.	1
6867	Put it back on the desk.	1
6868	Set it down there.	1
6869	Put it down.	1
6870	Don't expose it to the rain.	1
6871	Drink it down.	1
6872	Leave it off the list.	1
6873	Try and do it.	1
6874	Tell me what to do with it.	1
6875	Lay it on the table.	1
6876	Leave it there.	1
6877	Get it ready at once.	1
6878	Do it at once.	1
6879	Bring it here.	1
6880	Don't take that too literally.	1
6881	Get them out of the way.	1
6882	Pack them in the box.	1
6883	Isn't that theirs?	1
6884	They are our cars.	1
6885	They are very big apples.	1
6886	Show me the photos, please.	1
6887	That is a good idea.	1
6888	Keep it in a cool place.	1
6889	That sounds interesting.	1
6890	It is a book.	1
6891	It is on me.	1
6892	It is necessary.	1
6893	Do it yourself by all means.	1
6894	Keep it quiet.	1
6895	That is no business of his.	1
6896	That's his specialty.	1
6897	Is it Japanese food?	1
6898	It's not a suitable topic for discussion.	1
6899	It serves you right.	1
6900	That's common sense.	1
6901	It is of great value.	1
6902	That's absolute nonsense!	1
6903	That's altogether wrong.	1
6904	That's absolute nonsense.	1
6905	Leave that job to the experts!	1
6906	That's a doll.	1
6907	It isn't new.	1
6908	It's new.	1
6909	That's news to me.	1
6910	Is it yours?	1
6911	It's a dictionary.	1
6912	That's my affair.	1
6913	That's my dictionary.	1
6914	It isn't mine.	1
6915	That's too expensive.	1
6916	It isn't expensive.	1
6917	This isn't fair.	1
6918	Leave it where you found it.	1
6919	That's your responsibility.	1
6920	It is up to you.	1
6921	That's a copy.	1
6922	It looks like an apple.	1
6923	It smells delicious.	1
6924	It's worth a try.	1
6925	Keep it at a lower temperature.	1
6926	That's quite meaningless.	1
6927	It is next to impossible.	1
6928	It's a sunflower.	1
6929	It's a TV.	1
6930	That's quite a story.	1
6931	That's a bright idea.	1
6932	That's really sad.	1
