as_tags,type
"['VB', 'DT', 'NNS', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'RB', '.']",present simple
"['VB', 'DT', 'RP', '.']",present simple
"['VB', 'PRP', 'NN', '.']",present simple
"['VB', 'PRP', 'RB', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NNS', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NNS', '.']",present simple
"['NN', 'PRP', 'IN', '.']",present simple
"['NN', 'TO', 'NN', '.']",present simple
"['NN', 'TO', 'PRP', '.']",present simple
"['VB', 'PRP', 'RB', '.']",present simple
"['VB', 'PRP', 'WRB', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'PRP', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'PRP', '.']",present simple
"['VBP', 'RB', 'VB', 'JJ', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', '.']",present simple
"['PRP$', 'NN', 'POS', 'NNP', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP', 'JJ', 'NNS', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NNS', '.']",present simple
"['NNP', 'NN', 'IN', 'PRP', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', 'JJ', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'NN', 'RB', '.']",present simple
"['VBP', 'RB', 'RB', 'VB', 'VBG', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', 'RB', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP$', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP', 'VBN', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'PRP', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', 'JJ', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', 'JJ', '.']",present simple
"['VBP', 'RB', 'VB', 'JJ', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'NN', 'RB', '.']",present simple
"['DT', 'NN', 'WP', 'VBZ', 'JJ', '.']",present simple
"['DT', 'NN', 'VBZ', 'DT', 'NN', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'NN', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBD', 'NN', '.']",present simple
"['DT', 'VBD', 'VBG', '.']",present simple
"['DT', 'VBZ', 'PRP', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'IN', 'DT', '.']",present simple
"['DT', 'VBZ', 'DT', 'JJ', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'JJ', 'NN', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'VB', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'RB', '.']",present simple
"['DT', 'VBZ', 'RB', 'WRB', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'RB', '.']",present simple
"['DT', 'VBZ', 'JJ', 'NN', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'DT', 'JJS', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'RB', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'NN', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['NNP', 'PRP', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'NN', 'POS', 'DT', '.']",present simple
"['DT', 'NN', 'POS', 'NNS', '.']",present simple
"['DT', 'NN', 'POS', 'NN', '.']",present simple
"['DT', 'NN', 'POS', 'JJ', '.']",present simple
"['EX', 'VBP', 'NNS', '.']",present simple
"['EX', 'VBP', 'NNS', '.']",present simple
"['EX', 'VBP', 'NNS', '.']",present simple
"['EX', 'VBP', 'RB', 'DT', '.']",present simple
"['EX', 'VBZ', 'NN', '.']",present simple
"['EX', 'VBZ', 'JJR', '.']",present simple
"['EX', 'VBZ', 'NN', '.']",present simple
"['EX', 'VBZ', 'NN', '.']",present simple
"['EX', 'VBZ', 'RB', 'NN', '.']",present simple
"['EX', 'VBP', 'PRP$', 'NNS', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'POS', 'PRP$', 'NN', '.']",present simple
"['EX', 'POS', 'PRP$', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'CD', 'NN', '.']",present simple
"['EX', 'VBZ', 'CD', 'JJR', '.']",present simple
"['EX', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['EX', 'VBZ', 'RB', 'JJ', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'NN', 'RB', '.']",present simple
"['DT', 'VBP', 'NNS', '.']",present simple
"['DT', 'VBP', 'JJ', '.']",present simple
"['DT', 'VBP', 'JJ', '.']",present simple
"['DT', 'VBP', 'JJ', '.']",present simple
"['DT', 'VBP', 'JJ', '.']",present simple
"['DT', 'VBP', 'NN', '.']",present simple
"['DT', 'VBP', 'JJ', '.']",present simple
"['DT', 'VBP', 'JJ', '.']",present simple
"['DT', 'VBP', 'NNS', '.']",present simple
"['DT', 'VBP', 'JJ', '.']",present simple
"['DT', 'VBP', 'NNS', '.']",present simple
"['PRP', 'VBP', 'PRP', '.']",present simple
"['PRP', 'VBP', 'DT', '.']",present simple
"['PRP', 'VBP', 'DT', 'VBN', '.']",present simple
"['PRP', 'VBP', 'DT', 'JJ', '.']",present simple
"['PRP', 'VBP', 'IN', 'RB', '.']",present simple
"['PRP', 'VBP', 'JJ', 'IN', 'PRP$', 'NN', '.']",present simple
"['VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'TO', 'VB', 'RB', 'IN', 'DT', 'NN', '.']",present simple
"['PRP$', 'NN', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'JJ', 'NNS', 'POS', 'NN', '.']",present simple
"['VB', 'JJ', 'CC', 'PRP', 'MD', 'VB', 'DT', 'NNS', '.']",present simple
"['NNS', 'VBP', 'JJ', '.']",present simple
"['NNS', 'VBP', 'JJ', '.']",present simple
"['NNS', 'VBP', 'JJ', '.']",present simple
"['VB', 'IN', 'DT', '.']",present simple
"['VBP', 'IN', 'PRP', '.']",present simple
"['VB', 'IN', 'DT', '.']",present simple
"['DT', 'VBZ', 'PRP', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'JJ', 'NN', '.']",present simple
"['DT', 'NN', 'POS', 'JJ', '.']",present simple
"['DT', 'NN', 'POS', 'JJ', '.']",present simple
"['DT', 'VBZ', 'VBG', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'VBG', '.']",present simple
"['DT', 'VBZ', 'RB', 'NN', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'VBZ', 'NN', '.']",present simple
"['DT', 'CD', 'NN', '.']",present simple
"['DT', 'CD', 'POS', 'NN', '.']",present simple
"['DT', 'CD', 'POS', 'JJ', '.']",present simple
"['DT', 'NN', 'POS', 'JJ', '.']",present simple
"['DT', 'NN', 'POS', 'NN', '.']",present simple
"['DT', 'CD', 'POS', 'NN', '.']",present simple
"['DT', 'VBZ', 'JJ', '.']",present simple
"['DT', 'NN', 'VBZ', '.']",present simple
"['VB', 'PRP', 'RB', '.']",present simple
"['NN', 'VBZ', 'JJ', '.']",present simple
"['NNP', 'IN', 'NNP', '.']",present simple
"['NNP', 'IN', 'PRP', '.']",present simple
"['VB', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'CD', '.']",present simple
"['VB', 'PRP', 'RB', '.']",present simple
"['VB', 'PRP', 'IN', '.']",present simple
"['VB', 'PRP', 'RP', '.']",present simple
"['VB', 'PRP', 'RB', '.']",present simple
"['VB', 'VBG', 'PRP', '.']",present simple
"['VB', 'NN', 'DT', '.']",present simple
"['VB', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'RBR', '.']",present simple
"['VB', 'NN', 'RB', '.']",present simple
"['VB', 'NN', 'JJ', '.']",present simple
"['VB', 'DT', 'IN', '.']",present simple
"['VB', 'DT', 'CD', '.']",present simple
"['VB', 'DT', 'IN', '.']",present simple
"['VB', 'DT', 'IN', '.']",present simple
"['VB', 'DT', 'CD', '.']",present simple
"['VB', 'TO', 'VB', '.']",present simple
"['VB', 'TO', 'VB', '.']",present simple
"['VB', 'TO', 'VB', '.']",present simple
"['VB', 'TO', 'VB', '.']",present simple
"['VB', 'TO', 'VB', '.']",present simple
"['VB', 'TO', 'VB', '.']",present simple
"['VB', 'TO', 'VB', '.']",present simple
"['VB', 'TO', 'VB', '.']",present simple
"['VB', 'TO', 'VB', '.']",present simple
"['VB', 'TO', 'VB', '.']",present simple
"['VB', 'TO', 'VB', '.']",present simple
"['VB', 'TO', 'VB', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['NNP', 'RP', 'RB', '.']",present simple
"['NNP', 'NN', 'RP', '.']",present simple
"['VB', 'PRP', 'RB', '.']",present simple
"['VB', 'PRP', 'RP', '.']",present simple
"['VB', 'PRP', 'IN', '.']",present simple
"['VB', 'PRP', 'RP', '.']",present simple
"['NN', 'VBD', 'RB', '.']",present simple
"['NN', 'IN', 'NNP', '.']",present simple
"['VB', 'DT', 'RP', '.']",present simple
"['NN', 'DT', 'RB', '.']",present simple
"['VB', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'IN', '.']",present simple
"['VB', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'NN', '.']",present simple
"['IN', 'PRP', 'RB', '.']",present simple
"['NNP', 'PRP$', 'NN', '.']",present simple
"['VB', 'DT', 'NN', '.']",present simple
"['NNP', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', '.']",present simple
"['VB', 'PRP', 'RB', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NNS', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NNS', '.']",present simple
"['VB', 'PRP$', 'NNS', '.']",present simple
"['IN', 'DT', 'NN', '.']",present simple
"['WRB', 'DT', 'NN', '.']",present simple
"['NN', 'IN', 'PRP', '.']",present simple
"['NNP', 'IN', 'PRP', '.']",present simple
"['NN', 'IN', 'RB', '.']",present simple
"['NNP', 'CD', 'NN', '.']",present simple
"['VB', 'RP', 'RB', '.']",present simple
"['NN', 'IN', 'RB', '.']",present simple
"['NNP', 'NN', 'RB', '.']",present simple
"['NNP', 'IN', 'NN', '.']",present simple
"['VB', 'DT', 'NNS', '.']",present simple
"['NN', 'IN', 'PRP', '.']",present simple
"['NN', 'IN', 'PRP', '.']",present simple
"['NN', 'IN', 'PRP', '.']",present simple
"['IN', 'DT', 'NN', '.']",present simple
"['IN', 'DT', 'NNS', '.']",present simple
"['NN', 'CC', 'NN', '.']",present simple
"['IN', 'PRP', 'RB', '.']",present simple
"['VB', 'DT', 'NN', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'DT', 'NN', 'RB', '.']",present simple
"['WP', 'VBZ', 'PRP', '.']",present simple
"['WP', 'VBZ', 'DT', '.']",present simple
"['WP', 'VBZ', 'DT', '.']",present simple
"['WP', 'VBZ', 'JJ', '.']",present simple
"['WP', 'VBZ', 'RB', 'VBG', '.']",present simple
"['WRB', 'VBZ', 'NNP', '.']",present simple
"['WRB', 'VBZ', 'IN', '.']",present simple
"['WRB', 'VBZ', 'PRP', 'IN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['NNP', 'JJ', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'POS', 'PRP$', 'NN', '.']",present simple
"['WRB', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['WRB', 'VBZ', 'DT', 'NN', '.']",present simple
"['WRB', 'VBZ', 'DT', 'NN', '.']",present simple
"['WRB', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['WRB', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['WRB', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['WRB', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['WRB', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['WRB', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['WRB', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['WDT', 'VBZ', 'RBR', '.']",present simple
"['WP', 'VBP', 'PRP', '.']",present simple
"['WP', 'VBZ', 'RB', '.']",present simple
"['WP', 'VBZ', 'PRP', '.']",present simple
"['WP', 'VBZ', 'IN', '.']",present simple
"['WP', 'VBZ', 'PRP', '.']",present simple
"['WP', 'VBZ', 'RB', '.']",present simple
"['WP', 'VBZ', 'PRP', '.']",present simple
"['WP', 'VBZ', 'NN', '.']",present simple
"['WP', 'VBZ', 'PRP', '.']",present simple
"['WP', 'VBZ', 'NNS', '.']",present simple
"['WP', 'VBZ', 'RB', '.']",present simple
"['WP', 'VBZ', 'WP', '.']",present simple
"['WP', 'VBZ', 'IN', '.']",present simple
"['WP', 'VBZ', 'PRP', '.']",present simple
"['WP', 'VBZ', 'PRP', '.']",present simple
"['WP', 'VBZ', 'PRP', '.']",present simple
"['WP', 'VBZ', 'IN', 'NN', '.']",present simple
"['WP', 'VBZ', 'DT', 'IN', '.']",present simple
"['WP', 'VBZ', 'DT', 'NN', '.']",present simple
"['NNP', 'VBZ', 'RB', 'NN', '.']",present simple
"['VB', 'PRP', 'JJ', '.']",present simple
"['NNS', 'VBP', 'PRP', '.']",present simple
"['NN', 'VBZ', 'JJ', '.']",present simple
"['VB', 'PRP', 'RP', '.']",present simple
"['VB', 'DT', 'RP', '.']",present simple
"['VB', 'DT', 'RP', '.']",present simple
"['PRP', 'RB', 'VBP', '.']",present simple
"['PRP', 'RB', 'VBP', '.']",present simple
"['PRP', 'VBP', 'RP', '.']",present simple
"['PRP', 'VBP', 'DT', '.']",present simple
"['PRP', 'VBP', 'RB', 'VB', '.']",present simple
"['PRP', 'VBP', 'PRP', '.']",present simple
"['PRP', 'VBP', 'RB', '.']",present simple
"['PRP', 'VBP', 'RB', '.']",present simple
"['PRP', 'VBD', 'JJ', '.']",present simple
"['PRP', 'VBP', 'VBN', '.']",present simple
"['PRP', 'VBP', 'NN', '.']",present simple
"['PRP', 'VBP', 'NN', '.']",present simple
"['PRP', 'VBP', 'VBN', '.']",present simple
"['PRP', 'RB', 'VB', '.']",present simple
"['PRP', 'RB', 'VB', '.']",present simple
"['PRP', 'RB', 'VB', '.']",present simple
"['PRP', 'VBP', 'PRP', '.']",present simple
"['PRP', 'VBP', 'NN', '.']",present simple
"['PRP', 'VBP', 'JJR', '.']",present simple
"['PRP', 'VBP', 'RB', '.']",present simple
"['PRP', 'VBP', 'PRP', '.']",present simple
"['PRP', 'VBP', 'PRP', '.']",present simple
"['PRP', 'VBP', 'WRB', '.']",present simple
"['PRP', 'VBP', 'PRP', '.']",present simple
"['PRP', 'VBP', 'NN', '.']",present simple
"['PRP', 'VBP', 'NNS', '.']",present simple
"['PRP', 'VBP', 'DT', '.']",present simple
"['PRP', 'VBP', 'RB', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'VBN', '.']",present simple
"['PRP', 'VBP', 'RB', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJR', '.']",present simple
"['PRP', 'VBP', 'RB', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'RB', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'NNS', '.']",present simple
"['PRP', 'VBP', 'PRP', '.']",present simple
"['PRP', 'VBP', 'NN', '.']",present simple
"['PRP', 'VBP', 'VB', '.']",present simple
"['PRP', 'VBP', 'RB', '.']",present simple
"['PRP', 'VBP', 'NNS', '.']",present simple
"['PRP', 'RB', 'VBP', '.']",present simple
